Sound Sink 1.0 Analysis File
D:\Users\Robin\Music\Lapfox trax - WI-FI bridge.wav - Name of original audio file
16 bit, mono, 44100Hz sampling rate - Temp File Info
256 - Power of 2 for FFT processing
7000 - Hi frequency cutoff
Hamming - FFT Window

-----------------
-Analysis Frames-
freq:2583,984 val:0,257 
freq:2756,250 val:2,940 
freq:2928,516 val:7,240 
freq:3100,781 val:7,953 
freq:3273,047 val:2,474 
freq:3445,312 val:1,593 
freq:3617,578 val:5,597 
freq:3789,844 val:11,713 
freq:3962,109 val:12,194 
freq:4134,375 val:10,610 
freq:4306,641 val:9,506 
freq:4478,906 val:6,428 
freq:4651,172 val:8,777 
freq:4823,438 val:9,625 
freq:4995,703 val:7,636 
freq:5167,969 val:13,764 
freq:5340,234 val:11,124 
freq:5512,500 val:1,379 
freq:5684,766 val:4,785 
freq:5857,031 val:8,063 
freq:6029,297 val:25,695 
freq:6201,562 val:11,477 
freq:6373,828 val:0,530 
freq:6546,094 val:11,125 
freq:6718,359 val:9,797 
freq:6890,625 val:5,569 


	Frame 755:
Maxvol: 22374	Time: 37,703
freq:0,000 val:81,455 
freq:172,266 val:100,000 
freq:344,531 val:71,132 
freq:516,797 val:20,407 
freq:689,062 val:1,332 
freq:861,328 val:3,389 
freq:1033,594 val:0,210 
freq:1205,859 val:4,417 
freq:1378,125 val:16,770 
freq:1550,391 val:25,064 
freq:1722,656 val:5,531 
freq:1894,922 val:11,420 
freq:2067,188 val:4,895 
freq:2239,453 val:4,080 
freq:2411,719 val:29,359 
freq:2583,984 val:37,691 
freq:2756,250 val:10,890 
freq:2928,516 val:5,202 
freq:3100,781 val:10,079 
freq:3273,047 val:7,640 
freq:3445,312 val:7,149 
freq:3617,578 val:21,866 
freq:3789,844 val:9,145 
freq:3962,109 val:12,166 
freq:4134,375 val:0,734 
freq:4306,641 val:23,681 
freq:4478,906 val:44,800 
freq:4651,172 val:12,053 
freq:4823,438 val:6,117 
freq:4995,703 val:13,142 
freq:5167,969 val:3,249 
freq:5340,234 val:0,581 
freq:5512,500 val:1,611 
freq:5684,766 val:23,707 
freq:5857,031 val:24,501 
freq:6029,297 val:8,774 
freq:6201,562 val:24,632 
freq:6373,828 val:11,546 
freq:6546,094 val:4,418 
freq:6718,359 val:21,908 
freq:6890,625 val:31,765 


	Frame 756:
Maxvol: 19518	Time: 37,753
freq:0,000 val:83,816 
freq:172,266 val:14,692 
freq:344,531 val:36,801 
freq:516,797 val:37,562 
freq:689,062 val:53,055 
freq:861,328 val:20,288 
freq:1033,594 val:13,542 
freq:1205,859 val:11,410 
freq:1378,125 val:20,956 
freq:1550,391 val:21,879 
freq:1722,656 val:13,726 
freq:1894,922 val:1,037 
freq:2067,188 val:6,251 
freq:2239,453 val:9,486 
freq:2411,719 val:1,366 
freq:2583,984 val:15,586 
freq:2756,250 val:8,386 
freq:2928,516 val:26,722 
freq:3100,781 val:2,438 
freq:3273,047 val:75,439 
freq:3445,312 val:100,000 
freq:3617,578 val:40,209 
freq:3789,844 val:9,693 
freq:3962,109 val:17,993 
freq:4134,375 val:8,015 
freq:4306,641 val:7,233 
freq:4478,906 val:6,767 
freq:4651,172 val:0,437 
freq:4823,438 val:13,683 
freq:4995,703 val:12,769 
freq:5167,969 val:2,878 
freq:5340,234 val:6,484 
freq:5512,500 val:9,621 
freq:5684,766 val:4,632 
freq:5857,031 val:25,767 
freq:6029,297 val:65,081 
freq:6201,562 val:21,641 
freq:6373,828 val:8,282 
freq:6546,094 val:26,465 
freq:6718,359 val:25,665 
freq:6890,625 val:0,003 


	Frame 757:
Maxvol: 16396	Time: 37,803
freq:0,000 val:35,941 
freq:172,266 val:19,272 
freq:344,531 val:36,749 
freq:516,797 val:29,307 
freq:689,062 val:17,326 
freq:861,328 val:93,138 
freq:1033,594 val:63,229 
freq:1205,859 val:77,467 
freq:1378,125 val:74,745 
freq:1550,391 val:17,392 
freq:1722,656 val:74,862 
freq:1894,922 val:63,597 
freq:2067,188 val:28,298 
freq:2239,453 val:33,624 
freq:2411,719 val:2,784 
freq:2583,984 val:41,998 
freq:2756,250 val:37,232 
freq:2928,516 val:0,424 
freq:3100,781 val:14,875 
freq:3273,047 val:10,781 
freq:3445,312 val:19,731 
freq:3617,578 val:14,808 
freq:3789,844 val:1,219 
freq:3962,109 val:49,945 
freq:4134,375 val:73,929 
freq:4306,641 val:100,000 
freq:4478,906 val:86,764 
freq:4651,172 val:16,068 
freq:4823,438 val:5,156 
freq:4995,703 val:19,850 
freq:5167,969 val:10,976 
freq:5340,234 val:48,168 
freq:5512,500 val:25,328 
freq:5684,766 val:8,587 
freq:5857,031 val:22,030 
freq:6029,297 val:86,675 
freq:6201,562 val:46,029 
freq:6373,828 val:9,717 
freq:6546,094 val:46,861 
freq:6718,359 val:63,936 
freq:6890,625 val:59,298 


	Frame 758:
Maxvol: 19768	Time: 37,853
freq:0,000 val:36,864 
freq:172,266 val:6,291 
freq:344,531 val:100,000 
freq:516,797 val:92,952 
freq:689,062 val:29,333 
freq:861,328 val:90,932 
freq:1033,594 val:59,899 
freq:1205,859 val:2,709 
freq:1378,125 val:6,912 
freq:1550,391 val:0,077 
freq:1722,656 val:13,932 
freq:1894,922 val:23,283 
freq:2067,188 val:20,996 
freq:2239,453 val:28,424 
freq:2411,719 val:44,093 
freq:2583,984 val:41,205 
freq:2756,250 val:32,809 
freq:2928,516 val:13,242 
freq:3100,781 val:8,933 
freq:3273,047 val:6,425 
freq:3445,312 val:29,216 
freq:3617,578 val:26,179 
freq:3789,844 val:7,979 
freq:3962,109 val:12,473 
freq:4134,375 val:8,607 
freq:4306,641 val:36,208 
freq:4478,906 val:64,066 
freq:4651,172 val:25,280 
freq:4823,438 val:9,344 
freq:4995,703 val:20,095 
freq:5167,969 val:22,286 
freq:5340,234 val:8,489 
freq:5512,500 val:16,608 
freq:5684,766 val:56,192 
freq:5857,031 val:34,771 
freq:6029,297 val:5,891 
freq:6201,562 val:7,455 
freq:6373,828 val:12,659 
freq:6546,094 val:17,592 
freq:6718,359 val:7,341 
freq:6890,625 val:34,758 


	Frame 759:
Maxvol: 16258	Time: 37,903
freq:0,000 val:86,153 
freq:172,266 val:66,573 
freq:344,531 val:38,853 
freq:516,797 val:72,189 
freq:689,062 val:16,972 
freq:861,328 val:28,905 
freq:1033,594 val:26,786 
freq:1205,859 val:100,000 
freq:1378,125 val:30,272 
freq:1550,391 val:25,222 
freq:1722,656 val:43,935 
freq:1894,922 val:33,432 
freq:2067,188 val:67,559 
freq:2239,453 val:27,994 
freq:2411,719 val:19,749 
freq:2583,984 val:29,892 
freq:2756,250 val:24,998 
freq:2928,516 val:19,481 
freq:3100,781 val:33,585 
freq:3273,047 val:14,542 
freq:3445,312 val:6,105 
freq:3617,578 val:17,348 
freq:3789,844 val:18,388 
freq:3962,109 val:20,674 
freq:4134,375 val:50,529 
freq:4306,641 val:4,610 
freq:4478,906 val:4,476 
freq:4651,172 val:25,616 
freq:4823,438 val:22,135 
freq:4995,703 val:27,069 
freq:5167,969 val:7,541 
freq:5340,234 val:11,936 
freq:5512,500 val:29,219 
freq:5684,766 val:82,659 
freq:5857,031 val:47,169 
freq:6029,297 val:56,720 
freq:6201,562 val:71,384 
freq:6373,828 val:36,531 
freq:6546,094 val:0,071 
freq:6718,359 val:27,904 
freq:6890,625 val:20,859 


	Frame 760:
Maxvol: 17011	Time: 37,953
freq:0,000 val:100,000 
freq:172,266 val:62,095 
freq:344,531 val:21,040 
freq:516,797 val:4,179 
freq:689,062 val:2,745 
freq:861,328 val:6,354 
freq:1033,594 val:6,197 
freq:1205,859 val:0,734 
freq:1378,125 val:0,784 
freq:1550,391 val:0,779 
freq:1722,656 val:2,590 
freq:1894,922 val:6,591 
freq:2067,188 val:8,635 
freq:2239,453 val:8,861 
freq:2411,719 val:3,525 
freq:2583,984 val:6,619 
freq:2756,250 val:6,007 
freq:2928,516 val:1,396 
freq:3100,781 val:6,612 
freq:3273,047 val:10,632 
freq:3445,312 val:5,043 
freq:3617,578 val:2,428 
freq:3789,844 val:6,831 
freq:3962,109 val:0,569 
freq:4134,375 val:13,824 
freq:4306,641 val:16,171 
freq:4478,906 val:7,709 
freq:4651,172 val:6,022 
freq:4823,438 val:2,115 
freq:4995,703 val:1,532 
freq:5167,969 val:3,276 
freq:5340,234 val:2,589 
freq:5512,500 val:3,165 
freq:5684,766 val:0,766 
freq:5857,031 val:3,603 
freq:6029,297 val:2,618 
freq:6201,562 val:2,032 
freq:6373,828 val:6,744 
freq:6546,094 val:0,470 
freq:6718,359 val:8,241 
freq:6890,625 val:5,001 


	Frame 761:
Maxvol: 7444	Time: 38,003
freq:0,000 val:100,000 
freq:172,266 val:53,357 
freq:344,531 val:6,980 
freq:516,797 val:6,835 
freq:689,062 val:4,381 
freq:861,328 val:0,920 
freq:1033,594 val:3,584 
freq:1205,859 val:1,638 
freq:1378,125 val:5,700 
freq:1550,391 val:3,367 
freq:1722,656 val:0,274 
freq:1894,922 val:5,221 
freq:2067,188 val:2,583 
freq:2239,453 val:1,818 
freq:2411,719 val:2,338 
freq:2583,984 val:5,112 
freq:2756,250 val:7,667 
freq:2928,516 val:2,291 
freq:3100,781 val:2,758 
freq:3273,047 val:6,332 
freq:3445,312 val:3,903 
freq:3617,578 val:2,204 
freq:3789,844 val:0,735 
freq:3962,109 val:0,681 
freq:4134,375 val:1,832 
freq:4306,641 val:1,650 
freq:4478,906 val:4,354 
freq:4651,172 val:2,741 
freq:4823,438 val:4,692 
freq:4995,703 val:3,486 
freq:5167,969 val:0,745 
freq:5340,234 val:3,246 
freq:5512,500 val:4,439 
freq:5684,766 val:4,881 
freq:5857,031 val:1,733 
freq:6029,297 val:1,454 
freq:6201,562 val:2,575 
freq:6373,828 val:0,281 
freq:6546,094 val:2,805 
freq:6718,359 val:3,995 
freq:6890,625 val:2,573 


	Frame 762:
Maxvol: 20302	Time: 38,053
freq:0,000 val:66,694 
freq:172,266 val:43,339 
freq:344,531 val:95,167 
freq:516,797 val:34,803 
freq:689,062 val:16,092 
freq:861,328 val:15,015 
freq:1033,594 val:11,372 
freq:1205,859 val:20,432 
freq:1378,125 val:40,022 
freq:1550,391 val:57,011 
freq:1722,656 val:27,007 
freq:1894,922 val:8,801 
freq:2067,188 val:0,213 
freq:2239,453 val:19,713 
freq:2411,719 val:3,597 
freq:2583,984 val:17,156 
freq:2756,250 val:5,731 
freq:2928,516 val:6,907 
freq:3100,781 val:7,110 
freq:3273,047 val:64,626 
freq:3445,312 val:87,995 
freq:3617,578 val:30,613 
freq:3789,844 val:18,798 
freq:3962,109 val:28,533 
freq:4134,375 val:38,352 
freq:4306,641 val:43,551 
freq:4478,906 val:35,888 
freq:4651,172 val:47,352 
freq:4823,438 val:40,818 
freq:4995,703 val:9,100 
freq:5167,969 val:0,179 
freq:5340,234 val:11,868 
freq:5512,500 val:16,798 
freq:5684,766 val:3,728 
freq:5857,031 val:39,676 
freq:6029,297 val:100,000 
freq:6201,562 val:68,247 
freq:6373,828 val:10,151 
freq:6546,094 val:37,703 
freq:6718,359 val:25,573 
freq:6890,625 val:4,083 


	Frame 763:
Maxvol: 21469	Time: 38,103
freq:0,000 val:41,181 
freq:172,266 val:61,913 
freq:344,531 val:86,558 
freq:516,797 val:41,433 
freq:689,062 val:75,349 
freq:861,328 val:75,080 
freq:1033,594 val:47,165 
freq:1205,859 val:6,303 
freq:1378,125 val:54,532 
freq:1550,391 val:28,933 
freq:1722,656 val:12,389 
freq:1894,922 val:2,756 
freq:2067,188 val:50,396 
freq:2239,453 val:34,045 
freq:2411,719 val:1,765 
freq:2583,984 val:27,497 
freq:2756,250 val:22,164 
freq:2928,516 val:3,655 
freq:3100,781 val:30,828 
freq:3273,047 val:25,428 
freq:3445,312 val:4,231 
freq:3617,578 val:27,297 
freq:3789,844 val:49,438 
freq:3962,109 val:56,377 
freq:4134,375 val:68,576 
freq:4306,641 val:31,223 
freq:4478,906 val:15,592 
freq:4651,172 val:4,722 
freq:4823,438 val:16,058 
freq:4995,703 val:20,702 
freq:5167,969 val:10,748 
freq:5340,234 val:8,338 
freq:5512,500 val:9,262 
freq:5684,766 val:1,395 
freq:5857,031 val:45,110 
freq:6029,297 val:100,000 
freq:6201,562 val:31,315 
freq:6373,828 val:12,640 
freq:6546,094 val:20,248 
freq:6718,359 val:24,648 
freq:6890,625 val:12,731 


	Frame 764:
Maxvol: 16019	Time: 38,153
freq:0,000 val:100,000 
freq:172,266 val:82,880 
freq:344,531 val:20,713 
freq:516,797 val:4,135 
freq:689,062 val:35,795 
freq:861,328 val:24,036 
freq:1033,594 val:60,555 
freq:1205,859 val:11,211 
freq:1378,125 val:37,965 
freq:1550,391 val:18,596 
freq:1722,656 val:36,141 
freq:1894,922 val:25,623 
freq:2067,188 val:9,349 
freq:2239,453 val:13,301 
freq:2411,719 val:0,758 
freq:2583,984 val:20,425 
freq:2756,250 val:23,320 
freq:2928,516 val:1,267 
freq:3100,781 val:24,282 
freq:3273,047 val:1,854 
freq:3445,312 val:27,209 
freq:3617,578 val:38,451 
freq:3789,844 val:1,694 
freq:3962,109 val:24,944 
freq:4134,375 val:1,513 
freq:4306,641 val:34,807 
freq:4478,906 val:37,265 
freq:4651,172 val:33,960 
freq:4823,438 val:32,902 
freq:4995,703 val:24,821 
freq:5167,969 val:17,650 
freq:5340,234 val:6,477 
freq:5512,500 val:9,316 
freq:5684,766 val:47,483 
freq:5857,031 val:51,718 
freq:6029,297 val:3,367 
freq:6201,562 val:25,858 
freq:6373,828 val:23,918 
freq:6546,094 val:1,224 
freq:6718,359 val:32,618 
freq:6890,625 val:34,275 


	Frame 765:
Maxvol: 18254	Time: 38,203
freq:0,000 val:28,951 
freq:172,266 val:65,585 
freq:344,531 val:23,179 
freq:516,797 val:15,130 
freq:689,062 val:8,391 
freq:861,328 val:18,861 
freq:1033,594 val:32,700 
freq:1205,859 val:28,687 
freq:1378,125 val:2,703 
freq:1550,391 val:4,350 
freq:1722,656 val:6,901 
freq:1894,922 val:1,847 
freq:2067,188 val:27,895 
freq:2239,453 val:61,164 
freq:2411,719 val:32,414 
freq:2583,984 val:21,727 
freq:2756,250 val:29,339 
freq:2928,516 val:29,114 
freq:3100,781 val:22,420 
freq:3273,047 val:55,230 
freq:3445,312 val:100,000 
freq:3617,578 val:65,766 
freq:3789,844 val:14,055 
freq:3962,109 val:37,544 
freq:4134,375 val:8,031 
freq:4306,641 val:28,208 
freq:4478,906 val:34,469 
freq:4651,172 val:36,949 
freq:4823,438 val:63,210 
freq:4995,703 val:32,805 
freq:5167,969 val:5,780 
freq:5340,234 val:5,081 
freq:5512,500 val:5,624 
freq:5684,766 val:2,587 
freq:5857,031 val:44,115 
freq:6029,297 val:81,816 
freq:6201,562 val:40,820 
freq:6373,828 val:24,208 
freq:6546,094 val:3,042 
freq:6718,359 val:3,571 
freq:6890,625 val:1,401 


	Frame 766:
Maxvol: 17685	Time: 38,253
freq:0,000 val:80,016 
freq:172,266 val:20,546 
freq:344,531 val:81,315 
freq:516,797 val:100,000 
freq:689,062 val:22,113 
freq:861,328 val:18,935 
freq:1033,594 val:39,316 
freq:1205,859 val:37,221 
freq:1378,125 val:2,332 
freq:1550,391 val:1,425 
freq:1722,656 val:6,763 
freq:1894,922 val:11,192 
freq:2067,188 val:1,451 
freq:2239,453 val:14,781 
freq:2411,719 val:3,081 
freq:2583,984 val:1,375 
freq:2756,250 val:14,579 
freq:2928,516 val:6,298 
freq:3100,781 val:17,550 
freq:3273,047 val:12,004 
freq:3445,312 val:0,697 
freq:3617,578 val:2,045 
freq:3789,844 val:12,158 
freq:3962,109 val:28,167 
freq:4134,375 val:29,119 
freq:4306,641 val:15,850 
freq:4478,906 val:7,689 
freq:4651,172 val:18,293 
freq:4823,438 val:13,122 
freq:4995,703 val:13,830 
freq:5167,969 val:5,515 
freq:5340,234 val:9,560 
freq:5512,500 val:12,970 
freq:5684,766 val:15,872 
freq:5857,031 val:35,893 
freq:6029,297 val:65,624 
freq:6201,562 val:33,420 
freq:6373,828 val:4,773 
freq:6546,094 val:21,875 
freq:6718,359 val:20,324 
freq:6890,625 val:16,976 


	Frame 767:
Maxvol: 24952	Time: 38,303
freq:0,000 val:100,000 
freq:172,266 val:59,604 
freq:344,531 val:1,776 
freq:516,797 val:4,340 
freq:689,062 val:2,231 
freq:861,328 val:2,221 
freq:1033,594 val:0,400 
freq:1205,859 val:5,079 
freq:1378,125 val:0,678 
freq:1550,391 val:2,567 
freq:1722,656 val:1,941 
freq:1894,922 val:0,426 
freq:2067,188 val:0,766 
freq:2239,453 val:0,344 
freq:2411,719 val:1,232 
freq:2583,984 val:2,268 
freq:2756,250 val:0,728 
freq:2928,516 val:1,312 
freq:3100,781 val:1,738 
freq:3273,047 val:2,803 
freq:3445,312 val:1,643 
freq:3617,578 val:0,031 
freq:3789,844 val:0,273 
freq:3962,109 val:1,967 
freq:4134,375 val:0,499 
freq:4306,641 val:1,332 
freq:4478,906 val:2,794 
freq:4651,172 val:1,617 
freq:4823,438 val:0,512 
freq:4995,703 val:2,258 
freq:5167,969 val:2,876 
freq:5340,234 val:2,436 
freq:5512,500 val:1,334 
freq:5684,766 val:4,654 
freq:5857,031 val:2,347 
freq:6029,297 val:4,008 
freq:6201,562 val:2,873 
freq:6373,828 val:1,580 
freq:6546,094 val:0,551 
freq:6718,359 val:1,164 
freq:6890,625 val:2,871 


	Frame 768:
Maxvol: 21961	Time: 38,353
freq:0,000 val:27,846 
freq:172,266 val:32,919 
freq:344,531 val:32,502 
freq:516,797 val:74,867 
freq:689,062 val:77,858 
freq:861,328 val:24,999 
freq:1033,594 val:18,938 
freq:1205,859 val:42,931 
freq:1378,125 val:15,232 
freq:1550,391 val:11,662 
freq:1722,656 val:61,060 
freq:1894,922 val:14,920 
freq:2067,188 val:100,000 
freq:2239,453 val:73,604 
freq:2411,719 val:20,213 
freq:2583,984 val:26,287 
freq:2756,250 val:12,429 
freq:2928,516 val:8,986 
freq:3100,781 val:3,113 
freq:3273,047 val:72,447 
freq:3445,312 val:36,389 
freq:3617,578 val:46,367 
freq:3789,844 val:3,956 
freq:3962,109 val:18,744 
freq:4134,375 val:70,851 
freq:4306,641 val:4,468 
freq:4478,906 val:18,110 
freq:4651,172 val:18,428 
freq:4823,438 val:82,561 
freq:4995,703 val:81,338 
freq:5167,969 val:19,971 
freq:5340,234 val:35,328 
freq:5512,500 val:56,295 
freq:5684,766 val:84,810 
freq:5857,031 val:33,272 
freq:6029,297 val:61,016 
freq:6201,562 val:46,827 
freq:6373,828 val:23,641 
freq:6546,094 val:22,566 
freq:6718,359 val:16,475 
freq:6890,625 val:13,552 


	Frame 769:
Maxvol: 15186	Time: 38,403
freq:0,000 val:100,000 
freq:172,266 val:77,487 
freq:344,531 val:41,251 
freq:516,797 val:15,358 
freq:689,062 val:0,926 
freq:861,328 val:3,040 
freq:1033,594 val:19,276 
freq:1205,859 val:18,885 
freq:1378,125 val:10,895 
freq:1550,391 val:2,123 
freq:1722,656 val:4,113 
freq:1894,922 val:5,863 
freq:2067,188 val:11,179 
freq:2239,453 val:6,071 
freq:2411,719 val:0,656 
freq:2583,984 val:7,001 
freq:2756,250 val:6,698 
freq:2928,516 val:12,984 
freq:3100,781 val:12,157 
freq:3273,047 val:1,121 
freq:3445,312 val:6,705 
freq:3617,578 val:5,991 
freq:3789,844 val:11,255 
freq:3962,109 val:0,970 
freq:4134,375 val:18,456 
freq:4306,641 val:22,992 
freq:4478,906 val:13,644 
freq:4651,172 val:11,564 
freq:4823,438 val:4,655 
freq:4995,703 val:1,610 
freq:5167,969 val:2,260 
freq:5340,234 val:0,177 
freq:5512,500 val:11,283 
freq:5684,766 val:4,108 
freq:5857,031 val:3,357 
freq:6029,297 val:5,517 
freq:6201,562 val:6,469 
freq:6373,828 val:5,127 
freq:6546,094 val:5,233 
freq:6718,359 val:11,042 
freq:6890,625 val:6,245 


	Frame 770:
Maxvol: 10828	Time: 38,453
freq:0,000 val:100,000 
freq:172,266 val:33,422 
freq:344,531 val:45,020 
freq:516,797 val:64,389 
freq:689,062 val:25,001 
freq:861,328 val:20,464 
freq:1033,594 val:44,334 
freq:1205,859 val:13,371 
freq:1378,125 val:0,294 
freq:1550,391 val:10,603 
freq:1722,656 val:6,634 
freq:1894,922 val:8,785 
freq:2067,188 val:18,787 
freq:2239,453 val:11,599 
freq:2411,719 val:8,628 
freq:2583,984 val:9,883 
freq:2756,250 val:4,148 
freq:2928,516 val:12,383 
freq:3100,781 val:1,361 
freq:3273,047 val:7,287 
freq:3445,312 val:5,304 
freq:3617,578 val:8,650 
freq:3789,844 val:5,970 
freq:3962,109 val:7,335 
freq:4134,375 val:11,943 
freq:4306,641 val:2,401 
freq:4478,906 val:11,098 
freq:4651,172 val:9,743 
freq:4823,438 val:13,826 
freq:4995,703 val:10,483 
freq:5167,969 val:5,637 
freq:5340,234 val:13,626 
freq:5512,500 val:16,604 
freq:5684,766 val:14,164 
freq:5857,031 val:11,997 
freq:6029,297 val:4,936 
freq:6201,562 val:12,440 
freq:6373,828 val:10,996 
freq:6546,094 val:0,581 
freq:6718,359 val:8,239 
freq:6890,625 val:7,166 


	Frame 771:
Maxvol: 18369	Time: 38,503
freq:0,000 val:100,000 
freq:172,266 val:85,168 
freq:344,531 val:37,164 
freq:516,797 val:18,626 
freq:689,062 val:12,987 
freq:861,328 val:8,916 
freq:1033,594 val:4,323 
freq:1205,859 val:10,662 
freq:1378,125 val:8,302 
freq:1550,391 val:10,639 
freq:1722,656 val:3,536 
freq:1894,922 val:5,787 
freq:2067,188 val:3,655 
freq:2239,453 val:12,079 
freq:2411,719 val:19,658 
freq:2583,984 val:13,719 
freq:2756,250 val:6,240 
freq:2928,516 val:1,497 
freq:3100,781 val:3,217 
freq:3273,047 val:3,741 
freq:3445,312 val:0,219 
freq:3617,578 val:2,278 
freq:3789,844 val:3,384 
freq:3962,109 val:9,414 
freq:4134,375 val:1,636 
freq:4306,641 val:7,754 
freq:4478,906 val:1,167 
freq:4651,172 val:0,210 
freq:4823,438 val:1,066 
freq:4995,703 val:6,561 
freq:5167,969 val:8,300 
freq:5340,234 val:2,984 
freq:5512,500 val:2,000 
freq:5684,766 val:1,915 
freq:5857,031 val:0,078 
freq:6029,297 val:2,132 
freq:6201,562 val:1,295 
freq:6373,828 val:2,252 
freq:6546,094 val:1,808 
freq:6718,359 val:3,053 
freq:6890,625 val:3,111 


	Frame 772:
Maxvol: 12374	Time: 38,553
freq:0,000 val:20,693 
freq:172,266 val:20,835 
freq:344,531 val:80,506 
freq:516,797 val:100,000 
freq:689,062 val:76,074 
freq:861,328 val:49,988 
freq:1033,594 val:19,760 
freq:1205,859 val:12,175 
freq:1378,125 val:40,198 
freq:1550,391 val:53,516 
freq:1722,656 val:26,775 
freq:1894,922 val:8,147 
freq:2067,188 val:0,920 
freq:2239,453 val:16,138 
freq:2411,719 val:43,210 
freq:2583,984 val:24,517 
freq:2756,250 val:0,597 
freq:2928,516 val:6,228 
freq:3100,781 val:2,324 
freq:3273,047 val:7,717 
freq:3445,312 val:1,907 
freq:3617,578 val:2,251 
freq:3789,844 val:0,163 
freq:3962,109 val:0,950 
freq:4134,375 val:2,519 
freq:4306,641 val:7,892 
freq:4478,906 val:4,756 
freq:4651,172 val:5,456 
freq:4823,438 val:7,664 
freq:4995,703 val:13,588 
freq:5167,969 val:19,067 
freq:5340,234 val:9,522 
freq:5512,500 val:8,122 
freq:5684,766 val:11,690 
freq:5857,031 val:2,514 
freq:6029,297 val:5,326 
freq:6201,562 val:5,141 
freq:6373,828 val:2,015 
freq:6546,094 val:5,625 
freq:6718,359 val:8,609 
freq:6890,625 val:8,810 


	Frame 773:
Maxvol: 8563	Time: 38,603
freq:0,000 val:100,000 
freq:172,266 val:58,058 
freq:344,531 val:8,315 
freq:516,797 val:5,363 
freq:689,062 val:5,758 
freq:861,328 val:9,408 
freq:1033,594 val:2,913 
freq:1205,859 val:2,253 
freq:1378,125 val:0,617 
freq:1550,391 val:7,353 
freq:1722,656 val:0,598 
freq:1894,922 val:4,521 
freq:2067,188 val:0,248 
freq:2239,453 val:1,069 
freq:2411,719 val:0,757 
freq:2583,984 val:3,810 
freq:2756,250 val:6,225 
freq:2928,516 val:2,930 
freq:3100,781 val:1,122 
freq:3273,047 val:1,957 
freq:3445,312 val:4,278 
freq:3617,578 val:7,327 
freq:3789,844 val:7,318 
freq:3962,109 val:3,601 
freq:4134,375 val:0,051 
freq:4306,641 val:1,719 
freq:4478,906 val:0,684 
freq:4651,172 val:0,882 
freq:4823,438 val:1,191 
freq:4995,703 val:2,733 
freq:5167,969 val:5,114 
freq:5340,234 val:2,557 
freq:5512,500 val:0,958 
freq:5684,766 val:3,131 
freq:5857,031 val:0,519 
freq:6029,297 val:2,467 
freq:6201,562 val:0,800 
freq:6373,828 val:0,849 
freq:6546,094 val:1,354 
freq:6718,359 val:1,245 
freq:6890,625 val:0,835 


	Frame 774:
Maxvol: 16953	Time: 38,653
freq:0,000 val:7,524 
freq:172,266 val:64,707 
freq:344,531 val:93,793 
freq:516,797 val:13,445 
freq:689,062 val:18,817 
freq:861,328 val:11,035 
freq:1033,594 val:45,660 
freq:1205,859 val:70,913 
freq:1378,125 val:53,915 
freq:1550,391 val:21,580 
freq:1722,656 val:26,890 
freq:1894,922 val:23,262 
